,hospital_code,hospital_name,date_month,triage_cat,emergency_attendances,median_waiting_min,color_code,number_within_time,percent_within_time,number_not_wait,percent_not_wait,number_inbed,percent_inbed,empty,number_inbed_within_4,percent_inbed_within_4
2115,16,Redcliffe Hospital,2021-12-01,1,8,0.0,0,8,100.0,0,0.0,2,25.0,-,1,50.0
2116,16,Redcliffe Hospital,2021-12-01,2,304,6.0,1,228,75.5,2,0.66,122,40.13,-,70,57.38
2117,16,Redcliffe Hospital,2021-12-01,3,1245,35.0,3,532,45.24,65,5.22,152,12.21,-,40,26.32
2118,16,Redcliffe Hospital,2021-12-01,4,982,57.0,3,478,53.05,78,7.94,45,4.58,-,8,17.78
2119,16,Redcliffe Hospital,2021-12-01,5,611,29.0,2,575,96.64,13,2.13,3,0.49,-,3,100.0
2120,22,Queen Elizabeth II Jubilee Hospital,2021-12-01,1,5,1.0,0,5,100.0,0,0.0,0,0.0,-,0,
2121,22,Queen Elizabeth II Jubilee Hospital,2021-12-01,2,117,7.0,1,86,74.14,0,0.0,1,0.85,-,1,100.0
2122,22,Queen Elizabeth II Jubilee Hospital,2021-12-01,3,460,29.0,2,226,51.72,22,4.78,5,1.09,-,4,80.0
2123,22,Queen Elizabeth II Jubilee Hospital,2021-12-01,4,356,34.5,3,227,67.56,20,5.62,3,0.84,-,0,0.0
2124,22,Queen Elizabeth II Jubilee Hospital,2021-12-01,5,28,13.0,1,23,92.0,2,7.14,0,0.0,-,0,
2125,28,Redland Hospital,2021-12-01,1,5,0.0,0,5,100.0,0,0.0,4,80.0,-,2,50.0
2126,28,Redland Hospital,2021-12-01,2,380,9.0,1,238,62.8,0,0.0,133,35.0,-,87,65.41
2127,28,Redland Hospital,2021-12-01,3,1415,13.0,1,1092,79.53,40,2.83,219,15.48,-,128,58.45
2128,28,Redland Hospital,2021-12-01,4,900,12.0,1,816,93.04,22,2.44,30,3.33,-,9,30.0
2129,28,Redland Hospital,2021-12-01,5,85,11.5,1,80,95.24,1,1.18,1,1.18,-,0,0.0
2130,29,Logan Hospital,2021-12-01,1,24,0.0,1,23,100.0,0,0.0,16,66.67,-,9,56.25
2131,29,Logan Hospital,2021-12-01,2,1222,9.0,1,753,61.72,1,0.08,614,50.25,-,456,74.27
2132,29,Logan Hospital,2021-12-01,3,3195,16.0,1,2275,72.8,68,2.13,877,27.45,-,641,73.09
2133,29,Logan Hospital,2021-12-01,4,1793,17.0,1,1513,86.31,38,2.12,162,9.04,-,122,75.31
2134,29,Logan Hospital,2021-12-01,5,237,20.0,1,217,96.02,9,3.8,9,3.8,-,8,88.89
2135,30,Caboolture Hospital,2021-12-01,1,15,0.0,1,15,100.0,0,0.0,7,46.67,-,3,42.86
2136,30,Caboolture Hospital,2021-12-01,2,407,5.0,1,335,83.13,4,0.98,127,31.2,-,62,48.82
2137,30,Caboolture Hospital,2021-12-01,3,1660,22.0,1,976,63.46,120,7.23,226,13.61,-,46,20.35
2138,30,Caboolture Hospital,2021-12-01,4,817,25.0,2,552,76.14,79,9.67,21,2.57,-,4,19.05
2139,30,Caboolture Hospital,2021-12-01,5,61,24.5,2,39,97.5,8,13.11,3,4.92,-,2,66.67
2140,32,Sunshine Coast University Hospital,2021-12-01,1,12,0.0,1,12,100.0,0,0.0,10,83.33,-,7,70.0
2141,32,Sunshine Coast University Hospital,2021-12-01,2,565,8.0,1,375,66.37,0,0.0,280,49.56,-,163,58.21
2142,32,Sunshine Coast University Hospital,2021-12-01,3,2038,16.0,1,1512,75.22,20,0.98,579,28.41,-,352,60.79
2143,32,Sunshine Coast University Hospital,2021-12-01,4,1525,18.0,1,1332,89.94,32,2.1,150,9.84,-,101,67.33
2144,32,Sunshine Coast University Hospital,2021-12-01,5,176,22.0,1,165,97.63,2,1.14,7,3.98,-,5,71.43
2145,41,Beaudesert Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2146,41,Beaudesert Hospital,2021-12-01,2,51,6.0,1,37,72.55,0,0.0,0,0.0,-,0,
2147,41,Beaudesert Hospital,2021-12-01,3,248,10.0,1,227,92.65,3,1.21,0,0.0,-,0,
2148,41,Beaudesert Hospital,2021-12-01,4,477,8.0,1,441,96.08,18,3.77,0,0.0,-,0,
2149,41,Beaudesert Hospital,2021-12-01,5,50,4.5,1,46,100.0,3,6.0,0,0.0,-,0,
2150,42,Boonah Hospital,2021-12-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
2151,42,Boonah Hospital,2021-12-01,2,8,0.0,0,8,100.0,0,0.0,0,0.0,-,0,
2152,42,Boonah Hospital,2021-12-01,3,60,0.0,1,58,96.67,0,0.0,0,0.0,-,0,
2153,42,Boonah Hospital,2021-12-01,4,127,0.0,1,119,99.17,6,4.72,0,0.0,-,0,
2154,42,Boonah Hospital,2021-12-01,5,17,0.0,1,15,100.0,1,5.88,0,0.0,-,0,
2155,43,Caloundra Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2156,43,Caloundra Hospital,2021-12-01,2,8,5.0,0,8,100.0,0,0.0,0,0.0,-,0,
2157,43,Caloundra Hospital,2021-12-01,3,69,14.0,1,64,94.12,0,0.0,0,0.0,-,0,
2158,43,Caloundra Hospital,2021-12-01,4,657,21.0,1,541,84.53,10,1.52,1,0.15,-,1,100.0
2159,43,Caloundra Hospital,2021-12-01,5,218,17.0,1,199,99.0,5,2.29,0,0.0,-,0,
2160,44,Esk Hospital,2021-12-01,1,2,0.0,0,2,100.0,0,0.0,0,0.0,-,0,
2161,44,Esk Hospital,2021-12-01,2,8,0.0,0,8,100.0,0,0.0,1,12.5,-,1,100.0
2162,44,Esk Hospital,2021-12-01,3,29,1.0,1,28,96.55,0,0.0,1,3.45,-,1,100.0
2163,44,Esk Hospital,2021-12-01,4,72,0.0,1,65,95.59,3,4.17,1,1.39,-,1,100.0
2164,44,Esk Hospital,2021-12-01,5,6,0.0,0,5,100.0,0,0.0,0,0.0,-,0,
2165,45,Gatton Hospital,2021-12-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
2166,45,Gatton Hospital,2021-12-01,2,29,0.0,1,27,93.1,0,0.0,0,0.0,-,0,
2167,45,Gatton Hospital,2021-12-01,3,155,4.0,1,137,90.13,2,1.29,0,0.0,-,0,
2168,45,Gatton Hospital,2021-12-01,4,248,5.5,1,232,96.67,7,2.82,0,0.0,-,0,
2169,45,Gatton Hospital,2021-12-01,5,32,13.0,1,19,95.0,3,9.38,0,0.0,-,0,
2170,46,Kilcoy Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2171,46,Kilcoy Hospital,2021-12-01,2,6,0.0,0,6,100.0,0,0.0,0,0.0,-,0,
2172,46,Kilcoy Hospital,2021-12-01,3,46,0.0,1,40,93.02,2,4.35,1,2.17,-,1,100.0
2173,46,Kilcoy Hospital,2021-12-01,4,75,0.0,1,63,92.65,5,6.67,1,1.33,-,1,100.0
2174,46,Kilcoy Hospital,2021-12-01,5,82,1.0,1,76,98.7,1,1.22,0,0.0,-,0,
2175,47,Laidley Hospital,2021-12-01,1,2,0.0,0,2,100.0,0,0.0,0,0.0,-,0,
2176,47,Laidley Hospital,2021-12-01,2,45,0.0,1,41,95.35,2,4.44,1,2.22,-,0,0.0
2177,47,Laidley Hospital,2021-12-01,3,157,0.0,1,141,95.27,8,5.1,0,0.0,-,0,
2178,47,Laidley Hospital,2021-12-01,4,135,0.0,1,116,98.31,13,9.63,0,0.0,-,0,
2179,47,Laidley Hospital,2021-12-01,5,29,0.0,1,24,100.0,3,10.34,1,3.45,-,1,100.0
2180,48,Maleny Hospital,2021-12-01,1,2,0.0,0,2,100.0,0,0.0,0,0.0,-,0,
2181,48,Maleny Hospital,2021-12-01,2,14,3.5,1,12,85.71,0,0.0,0,0.0,-,0,
2182,48,Maleny Hospital,2021-12-01,3,51,9.0,1,39,76.47,0,0.0,0,0.0,-,0,
2183,48,Maleny Hospital,2021-12-01,4,68,14.0,1,64,95.52,1,1.47,0,0.0,-,0,
2184,48,Maleny Hospital,2021-12-01,5,39,11.0,1,27,96.43,2,5.13,0,0.0,-,0,
2185,49,Nambour Hospital,2021-12-01,1,3,0.0,0,3,100.0,0,0.0,0,0.0,-,0,
2186,49,Nambour Hospital,2021-12-01,2,117,7.0,1,83,70.94,0,0.0,31,26.5,-,25,80.65
2187,49,Nambour Hospital,2021-12-01,3,513,19.0,1,357,70.55,7,1.36,69,13.45,-,49,71.01
2188,49,Nambour Hospital,2021-12-01,4,556,19.0,1,459,84.84,9,1.62,14,2.52,-,11,78.57
2189,49,Nambour Hospital,2021-12-01,5,21,11.0,1,17,94.44,1,4.76,1,4.76,-,1,100.0
2190,61,Biggenden Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2191,61,Biggenden Hospital,2021-12-01,2,1,0.0,0,1,100.0,0,0.0,1,100.0,-,1,100.0
2192,61,Biggenden Hospital,2021-12-01,3,4,2.5,0,4,100.0,0,0.0,0,0.0,-,0,
2193,61,Biggenden Hospital,2021-12-01,4,33,0.0,1,33,100.0,0,0.0,3,9.09,-,3,100.0
2194,61,Biggenden Hospital,2021-12-01,5,21,0.0,1,21,100.0,0,0.0,0,0.0,-,0,
2195,62,Bundaberg Hospital,2021-12-01,1,5,0.0,0,4,80.0,0,0.0,3,60.0,-,1,33.33
2196,62,Bundaberg Hospital,2021-12-01,2,158,10.0,1,81,51.59,1,0.63,80,50.63,-,39,48.75
2197,62,Bundaberg Hospital,2021-12-01,3,897,30.0,2,431,50.65,43,4.79,158,17.61,-,48,30.38
2198,62,Bundaberg Hospital,2021-12-01,4,968,44.0,3,524,60.44,98,10.12,51,5.27,-,17,33.33
2199,62,Bundaberg Hospital,2021-12-01,5,78,48.0,3,47,81.03,16,20.51,0,0.0,-,0,
2200,63,Cherbourg Hospital,2021-12-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
2201,63,Cherbourg Hospital,2021-12-01,2,6,2.5,0,5,83.33,0,0.0,2,33.33,-,2,100.0
2202,63,Cherbourg Hospital,2021-12-01,3,59,10.0,1,47,82.46,2,3.39,8,13.56,-,7,87.5
2203,63,Cherbourg Hospital,2021-12-01,4,182,13.5,1,150,90.36,14,7.69,7,3.85,-,5,71.43
2204,63,Cherbourg Hospital,2021-12-01,5,125,20.0,1,98,98.99,11,8.8,0,0.0,-,0,
2205,64,Childers Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2206,64,Childers Hospital,2021-12-01,2,4,0.0,0,4,100.0,0,0.0,1,25.0,-,1,100.0
2207,64,Childers Hospital,2021-12-01,3,25,0.0,1,25,100.0,0,0.0,1,4.0,-,1,100.0
2208,64,Childers Hospital,2021-12-01,4,35,0.0,1,35,100.0,0,0.0,1,2.86,-,1,100.0
2209,64,Childers Hospital,2021-12-01,5,18,0.0,1,17,100.0,0,0.0,1,5.56,-,1,100.0
2210,65,Eidsvold Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2211,65,Eidsvold Hospital,2021-12-01,2,0,,0,0,,0,,0,,-,0,
2212,65,Eidsvold Hospital,2021-12-01,3,5,0.0,0,5,100.0,0,0.0,1,20.0,-,1,100.0
2213,65,Eidsvold Hospital,2021-12-01,4,16,0.0,1,16,100.0,0,0.0,0,0.0,-,0,
2214,65,Eidsvold Hospital,2021-12-01,5,11,0.0,1,11,100.0,0,0.0,0,0.0,-,0,
2215,66,Gayndah Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2216,66,Gayndah Hospital,2021-12-01,2,3,0.0,0,3,100.0,0,0.0,2,66.67,-,2,100.0
2217,66,Gayndah Hospital,2021-12-01,3,18,0.0,1,16,94.12,0,0.0,6,33.33,-,6,100.0
2218,66,Gayndah Hospital,2021-12-01,4,25,0.0,1,25,100.0,0,0.0,0,0.0,-,0,
2219,66,Gayndah Hospital,2021-12-01,5,21,0.0,1,15,100.0,0,0.0,0,0.0,-,0,
2220,67,Gin Gin Hospital,2021-12-01,1,1,0.0,0,1,100.0,0,0.0,1,100.0,-,1,100.0
2221,67,Gin Gin Hospital,2021-12-01,2,3,0.0,0,3,100.0,0,0.0,1,33.33,-,1,100.0
2222,67,Gin Gin Hospital,2021-12-01,3,11,2.0,1,9,81.82,0,0.0,0,0.0,-,0,
2223,67,Gin Gin Hospital,2021-12-01,4,81,5.0,1,78,97.5,1,1.23,1,1.23,-,1,100.0
2224,67,Gin Gin Hospital,2021-12-01,5,28,5.0,1,23,95.83,4,14.29,0,0.0,-,0,
2225,68,Gympie Hospital,2021-12-01,1,4,0.0,0,4,100.0,0,0.0,1,25.0,-,1,100.0
2226,68,Gympie Hospital,2021-12-01,2,122,6.0,1,103,84.43,0,0.0,29,23.77,-,20,68.97
2227,68,Gympie Hospital,2021-12-01,3,547,22.0,1,331,62.22,14,2.56,44,8.04,-,23,52.27
2228,68,Gympie Hospital,2021-12-01,4,635,22.0,1,482,80.47,28,4.41,6,0.94,-,1,16.67
2229,68,Gympie Hospital,2021-12-01,5,45,12.0,1,33,100.0,6,13.33,0,0.0,-,0,
2230,69,Hervey Bay Hospital,2021-12-01,1,2,0.0,0,2,100.0,0,0.0,2,100.0,-,0,0.0
2231,69,Hervey Bay Hospital,2021-12-01,2,153,4.0,1,133,88.67,0,0.0,60,39.22,-,32,53.33
2232,69,Hervey Bay Hospital,2021-12-01,3,606,25.0,2,331,57.37,23,3.8,100,16.5,-,36,36.0
2233,69,Hervey Bay Hospital,2021-12-01,4,826,62.0,3,359,49.04,82,9.93,28,3.39,-,4,14.29
2234,69,Hervey Bay Hospital,2021-12-01,5,110,55.0,3,68,74.73,18,16.36,1,0.91,-,0,0.0
2235,70,Kingaroy Hospital,2021-12-01,1,6,0.0,0,6,100.0,0,0.0,3,50.0,-,1,33.33
2236,70,Kingaroy Hospital,2021-12-01,2,33,7.0,1,22,66.67,0,0.0,10,30.3,-,4,40.0
2237,70,Kingaroy Hospital,2021-12-01,3,252,25.0,2,149,61.83,9,3.57,33,13.1,-,11,33.33
2238,70,Kingaroy Hospital,2021-12-01,4,322,34.0,3,199,68.86,31,9.63,10,3.11,-,2,20.0
2239,70,Kingaroy Hospital,2021-12-01,5,161,12.5,1,114,89.06,18,11.18,2,1.24,-,2,100.0
2240,71,Maryborough Hospital,2021-12-01,1,1,1.0,0,1,100.0,0,0.0,0,0.0,-,0,
2241,71,Maryborough Hospital,2021-12-01,2,92,9.0,1,56,60.87,0,0.0,0,0.0,-,0,
2242,71,Maryborough Hospital,2021-12-01,3,326,23.0,2,192,60.76,9,2.76,0,0.0,-,0,
2243,71,Maryborough Hospital,2021-12-01,4,503,48.0,3,266,59.51,35,6.96,0,0.0,-,0,
2244,71,Maryborough Hospital,2021-12-01,5,58,43.0,3,27,90.0,5,8.62,0,0.0,-,0,
2245,72,Monto Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2246,72,Monto Hospital,2021-12-01,2,2,0.0,0,2,100.0,0,0.0,2,100.0,-,2,100.0
2247,72,Monto Hospital,2021-12-01,3,7,0.0,0,7,100.0,0,0.0,3,42.86,-,3,100.0
2248,72,Monto Hospital,2021-12-01,4,30,0.0,1,28,100.0,1,3.33,2,6.67,-,2,100.0
2249,72,Monto Hospital,2021-12-01,5,18,0.0,1,16,100.0,0,0.0,0,0.0,-,0,
2250,74,Mundubbera Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2251,74,Mundubbera Hospital,2021-12-01,2,7,0.0,0,7,100.0,0,0.0,3,42.86,-,3,100.0
2252,74,Mundubbera Hospital,2021-12-01,3,25,0.0,1,25,100.0,0,0.0,7,28.0,-,7,100.0
2253,74,Mundubbera Hospital,2021-12-01,4,36,0.0,1,34,100.0,0,0.0,0,0.0,-,0,
2254,74,Mundubbera Hospital,2021-12-01,5,8,0.0,0,5,100.0,0,0.0,0,0.0,-,0,
2255,75,Murgon Hospital,2021-12-01,1,1,4.0,0,0,0.0,0,0.0,0,0.0,-,0,
2256,75,Murgon Hospital,2021-12-01,2,3,10.0,0,2,66.67,0,0.0,1,33.33,-,1,100.0
2257,75,Murgon Hospital,2021-12-01,3,29,5.0,1,26,89.66,0,0.0,4,13.79,-,4,100.0
2258,75,Murgon Hospital,2021-12-01,4,119,8.5,1,108,96.43,4,3.36,4,3.36,-,3,75.0
2259,75,Murgon Hospital,2021-12-01,5,43,7.5,1,35,97.22,0,0.0,3,6.98,-,3,100.0
2260,76,Nanango Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2261,76,Nanango Hospital,2021-12-01,2,2,4.0,0,2,100.0,0,0.0,0,0.0,-,0,
2262,76,Nanango Hospital,2021-12-01,3,7,0.0,0,7,100.0,0,0.0,0,0.0,-,0,
2263,76,Nanango Hospital,2021-12-01,4,81,3.0,1,79,100.0,1,1.23,0,0.0,-,0,
2264,76,Nanango Hospital,2021-12-01,5,115,6.0,1,103,100.0,2,1.74,0,0.0,-,0,
2265,91,Chinchilla Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2266,91,Chinchilla Hospital,2021-12-01,2,13,1.0,1,13,100.0,0,0.0,6,46.15,-,6,100.0
2267,91,Chinchilla Hospital,2021-12-01,3,85,1.0,1,81,95.29,0,0.0,26,30.59,-,25,96.15
2268,91,Chinchilla Hospital,2021-12-01,4,191,1.0,1,184,99.46,2,1.05,8,4.19,-,8,100.0
2269,91,Chinchilla Hospital,2021-12-01,5,102,2.0,1,78,98.73,3,2.94,2,1.96,-,2,100.0
2270,92,Dalby Hospital,2021-12-01,1,3,8.0,0,1,33.33,0,0.0,1,33.33,-,1,100.0
2271,92,Dalby Hospital,2021-12-01,2,42,0.0,1,30,71.43,0,0.0,19,45.24,-,19,100.0
2272,92,Dalby Hospital,2021-12-01,3,231,22.0,1,148,64.35,1,0.43,29,12.55,-,27,93.1
2273,92,Dalby Hospital,2021-12-01,4,311,28.0,2,210,72.92,17,5.47,10,3.22,-,10,100.0
2274,92,Dalby Hospital,2021-12-01,5,87,6.0,1,52,98.11,8,9.2,0,0.0,-,0,
2275,93,Goondiwindi Hospital,2021-12-01,1,2,0.0,0,2,100.0,0,0.0,0,0.0,-,0,
2276,93,Goondiwindi Hospital,2021-12-01,2,13,0.0,1,12,92.31,0,0.0,4,30.77,-,1,25.0
2277,93,Goondiwindi Hospital,2021-12-01,3,89,0.0,1,88,98.88,0,0.0,19,21.35,-,13,68.42
2278,93,Goondiwindi Hospital,2021-12-01,4,184,0.0,1,172,98.85,6,3.26,7,3.8,-,5,71.43
2279,93,Goondiwindi Hospital,2021-12-01,5,88,0.0,1,81,100.0,2,2.27,3,3.41,-,2,66.67
2280,95,Jandowae Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2281,95,Jandowae Hospital,2021-12-01,2,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
2282,95,Jandowae Hospital,2021-12-01,3,16,0.0,1,16,100.0,0,0.0,1,6.25,-,1,100.0
2283,95,Jandowae Hospital,2021-12-01,4,19,0.0,1,19,100.0,0,0.0,0,0.0,-,0,
2284,95,Jandowae Hospital,2021-12-01,5,8,0.0,0,7,100.0,0,0.0,0,0.0,-,0,
2285,97,Miles Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2286,97,Miles Hospital,2021-12-01,2,3,0.0,0,2,66.67,0,0.0,1,33.33,-,1,100.0
2287,97,Miles Hospital,2021-12-01,3,22,0.0,1,21,95.45,0,0.0,6,27.27,-,6,100.0
2288,97,Miles Hospital,2021-12-01,4,56,0.0,1,54,98.18,0,0.0,3,5.36,-,3,100.0
2289,97,Miles Hospital,2021-12-01,5,55,5.0,1,45,100.0,0,0.0,0,0.0,-,0,
2290,98,Millmerran Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2291,98,Millmerran Hospital,2021-12-01,2,5,0.0,0,5,100.0,0,0.0,2,40.0,-,2,100.0
2292,98,Millmerran Hospital,2021-12-01,3,19,0.0,1,17,94.44,1,5.26,0,0.0,-,0,
2293,98,Millmerran Hospital,2021-12-01,4,53,5.0,1,51,100.0,1,1.89,1,1.89,-,1,100.0
2294,98,Millmerran Hospital,2021-12-01,5,45,10.0,1,39,100.0,0,0.0,1,2.22,-,1,100.0
2295,99,Oakey Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2296,99,Oakey Hospital,2021-12-01,2,2,0.5,0,2,100.0,0,0.0,0,0.0,-,0,
2297,99,Oakey Hospital,2021-12-01,3,22,9.0,1,18,81.82,0,0.0,0,0.0,-,0,
2298,99,Oakey Hospital,2021-12-01,4,73,2.0,1,71,97.26,0,0.0,1,1.37,-,1,100.0
2299,99,Oakey Hospital,2021-12-01,5,18,4.0,1,17,100.0,0,0.0,0,0.0,-,0,
2300,100,Stanthorpe Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2301,100,Stanthorpe Hospital,2021-12-01,2,14,1.5,1,14,100.0,0,0.0,3,21.43,-,3,100.0
2302,100,Stanthorpe Hospital,2021-12-01,3,93,3.0,1,86,94.51,2,2.15,8,8.6,-,8,100.0
2303,100,Stanthorpe Hospital,2021-12-01,4,117,5.0,1,105,93.75,4,3.42,2,1.71,-,2,100.0
2304,100,Stanthorpe Hospital,2021-12-01,5,105,1.0,1,92,97.87,2,1.9,2,1.9,-,2,100.0
2305,101,Tara Hospital,2021-12-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
2306,101,Tara Hospital,2021-12-01,2,7,0.0,0,6,100.0,0,0.0,2,28.57,-,2,100.0
2307,101,Tara Hospital,2021-12-01,3,17,0.0,1,17,100.0,0,0.0,1,5.88,-,1,100.0
2308,101,Tara Hospital,2021-12-01,4,39,0.0,1,37,100.0,1,2.56,1,2.56,-,1,100.0
2309,101,Tara Hospital,2021-12-01,5,34,0.0,1,25,100.0,0,0.0,1,2.94,-,1,100.0
2310,102,Taroom Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2311,102,Taroom Hospital,2021-12-01,2,3,0.0,0,3,100.0,0,0.0,2,66.67,-,2,100.0
2312,102,Taroom Hospital,2021-12-01,3,8,0.0,0,7,100.0,0,0.0,0,0.0,-,0,
2313,102,Taroom Hospital,2021-12-01,4,10,0.0,1,10,100.0,0,0.0,0,0.0,-,0,
2314,102,Taroom Hospital,2021-12-01,5,26,0.0,1,16,100.0,0,0.0,0,0.0,-,0,
2315,103,Texas Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2316,103,Texas Hospital,2021-12-01,2,1,0.0,0,1,100.0,0,0.0,1,100.0,-,1,100.0
2317,103,Texas Hospital,2021-12-01,3,7,0.0,0,7,100.0,0,0.0,1,14.29,-,1,100.0
2318,103,Texas Hospital,2021-12-01,4,19,0.0,1,19,100.0,0,0.0,0,0.0,-,0,
2319,103,Texas Hospital,2021-12-01,5,16,0.5,1,13,92.86,0,0.0,0,0.0,-,0,
2320,104,Toowoomba Hospital,2021-12-01,1,18,0.0,1,18,100.0,0,0.0,13,72.22,-,6,46.15
2321,104,Toowoomba Hospital,2021-12-01,2,372,6.0,1,324,87.1,0,0.0,172,46.24,-,106,61.63
2322,104,Toowoomba Hospital,2021-12-01,3,1527,25.0,2,850,57.94,59,3.86,323,21.15,-,154,47.68
2323,104,Toowoomba Hospital,2021-12-01,4,812,32.0,3,542,72.36,52,6.4,36,4.43,-,21,58.33
2324,104,Toowoomba Hospital,2021-12-01,5,48,22.0,1,34,89.47,4,8.33,6,12.5,-,4,66.67
2325,105,Warwick Hospital,2021-12-01,1,3,0.0,0,3,100.0,0,0.0,1,33.33,-,0,0.0
2326,105,Warwick Hospital,2021-12-01,2,41,8.0,1,26,63.41,0,0.0,17,41.46,-,9,52.94
2327,105,Warwick Hospital,2021-12-01,3,297,28.0,2,158,55.44,11,3.7,29,9.76,-,17,58.62
2328,105,Warwick Hospital,2021-12-01,4,370,36.0,3,226,69.97,41,11.08,7,1.89,-,6,85.71
2329,105,Warwick Hospital,2021-12-01,5,102,38.5,3,69,90.79,10,9.8,0,0.0,-,0,
2330,106,Wandoan Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2331,106,Wandoan Hospital,2021-12-01,2,0,,0,0,,0,,0,,-,0,
2332,106,Wandoan Hospital,2021-12-01,3,0,,0,0,,0,,0,,-,0,
2333,106,Wandoan Hospital,2021-12-01,4,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
2334,106,Wandoan Hospital,2021-12-01,5,8,1.5,0,8,100.0,0,0.0,0,0.0,-,0,
2335,112,Charleville Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2336,112,Charleville Hospital,2021-12-01,2,8,1.0,0,8,100.0,0,0.0,6,75.0,-,5,83.33
2337,112,Charleville Hospital,2021-12-01,3,86,0.0,1,82,98.8,1,1.16,16,18.6,-,15,93.75
2338,112,Charleville Hospital,2021-12-01,4,114,0.0,1,106,100.0,5,4.39,9,7.89,-,9,100.0
2339,112,Charleville Hospital,2021-12-01,5,46,0.0,1,40,100.0,1,2.17,0,0.0,-,0,
2340,113,Cunnamulla Hospital,2021-12-01,1,2,0.0,0,2,100.0,0,0.0,1,50.0,-,1,100.0
2341,113,Cunnamulla Hospital,2021-12-01,2,8,0.0,0,8,100.0,0,0.0,4,50.0,-,4,100.0
2342,113,Cunnamulla Hospital,2021-12-01,3,19,0.0,1,19,100.0,0,0.0,1,5.26,-,1,100.0
2343,113,Cunnamulla Hospital,2021-12-01,4,34,0.0,1,34,100.0,0,0.0,0,0.0,-,0,
2344,113,Cunnamulla Hospital,2021-12-01,5,62,0.0,1,58,100.0,0,0.0,1,1.61,-,1,100.0
2345,114,Dirranbandi Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2346,114,Dirranbandi Hospital,2021-12-01,2,0,,0,0,,0,,0,,-,0,
2347,114,Dirranbandi Hospital,2021-12-01,3,9,0.0,0,8,100.0,1,11.11,4,44.44,-,4,100.0
2348,114,Dirranbandi Hospital,2021-12-01,4,12,0.0,1,10,100.0,0,0.0,0,0.0,-,0,
2349,114,Dirranbandi Hospital,2021-12-01,5,12,0.0,1,6,100.0,0,0.0,0,0.0,-,0,
2350,116,Mitchell Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2351,116,Mitchell Hospital,2021-12-01,2,3,0.0,0,3,100.0,0,0.0,0,0.0,-,0,
2352,116,Mitchell Hospital,2021-12-01,3,7,0.0,0,7,100.0,0,0.0,1,14.29,-,1,100.0
2353,116,Mitchell Hospital,2021-12-01,4,21,0.0,1,21,100.0,0,0.0,2,9.52,-,2,100.0
2354,116,Mitchell Hospital,2021-12-01,5,27,0.0,1,21,100.0,0,0.0,0,0.0,-,0,
2355,117,Mungindi Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2356,117,Mungindi Hospital,2021-12-01,2,1,0.0,0,1,100.0,0,0.0,1,100.0,-,1,100.0
2357,117,Mungindi Hospital,2021-12-01,3,0,,0,0,,0,,0,,-,0,
2358,117,Mungindi Hospital,2021-12-01,4,9,0.0,0,9,100.0,0,0.0,0,0.0,-,0,
2359,117,Mungindi Hospital,2021-12-01,5,7,0.0,0,5,100.0,0,0.0,0,0.0,-,0,
2360,118,Quilpie Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2361,118,Quilpie Hospital,2021-12-01,2,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
2362,118,Quilpie Hospital,2021-12-01,3,7,0.0,0,6,100.0,0,0.0,0,0.0,-,0,
2363,118,Quilpie Hospital,2021-12-01,4,19,0.0,1,19,100.0,0,0.0,0,0.0,-,0,
2364,118,Quilpie Hospital,2021-12-01,5,30,0.0,1,21,100.0,0,0.0,0,0.0,-,0,
2365,119,Roma Hospital,2021-12-01,1,0,,0,0,,0,,0,,-,0,
